camp ,n
campaign ,n
campus,
can ,n
can ,v
cancel ,v
cancer ,n
candidate ,n
candy ,n
cap ,n
capable ,adj
capacity ,n
capital,
capital ,adj
captain ,n
capture ,v
car ,n
carbon dioxide,
carbon monoxide,
carcinogen,
card ,n
care ,n
care ,v
career,
careful ,adj
careless ,adj
carpenter,
carpet ,n
carrot ,n
carry ,v
carry-on ,n
carry-on ,adj
case,
cash,
cashier,
cast ,v
cast,
castle ,n
cat ,n
catalog ,n
catch ,v
catch ,n
catcher ,
category ,n
cattle ,n
cause ,n
cause ,v
caution,
cautious,
cave ,n
cease ,v
ceiling ,n
celebrate ,v
celebration ,n
cell ,n
cent ,n
center ,v
center ,n
central ,adj
century,
ceremony ,n
certain ,adj
certainly ,adv
certainty,
chain ,n
chain ,v
chair ,n
challenge ,n
challenge ,v
chamber ,n
champion,
championship,
chance ,n
change ,v
change ,n
channel ,n
chaos,
chapter ,n
character ,n
characteristic ,adj
characteristic ,n
charge ,v
charge ,n
charity ,n
charm ,n
charm ,v
charming,
chart ,n
chart ,v
chase ,v
chase ,n
chat ,v
chat ,n
cheap ,adv
cheap ,adj
cheat ,v
check ,v
check ,n
cheek,
cheerful,
cheese ,n
chef,
chemical ,n
chemical ,adj
chemistry ,n
chest,
chew ,v
chicken ,n
chief ,n
chief ,adj
child ,n
childhood ,n
children,
chilly,
chin,
chip ,n
chocolate ,n
choice ,n
choke ,v
choose ,v
chop ,v
Christmas ,n
church ,n
circle ,n
circumstance ,n
citation,
citizen ,n
city ,n
civil ,adj
claim ,v
clap ,n
clap ,v
clarify,
class ,n
classic ,n
classic ,adj
classify ,v
clause ,n
clay ,n
clean ,adj
clean ,v
clear ,v
clear,
clerk ,n
clever ,adj
click ,v
click ,n
cliff ,n
climate ,n
climate,
climb ,v
clinic,
clock ,n
close ,adj
close ,adv
close ,v
closet ,n
cloth ,n
clothes ,n
clothing,
cloud ,n
cloud ,v
cloudy,
club ,n
coach ,v
coach,
coach ,n
coal ,n
coal,
coast ,v
coast ,n
coat ,v
coat ,n
cockpit,
code ,n
coffee ,n
coherent,
coin ,n
cold,
cold ,adj
cold front,
collapse ,n
collapse ,v
collar ,n
collect ,v
collection ,n
college ,n
color ,n
color ,v
column ,n
comb ,v
comb ,n
combination ,n
combine ,v
come ,v
comedy ,n
comfort ,v
comfort ,n
comfortable ,adj
command ,v
command ,n
comment ,v
comment ,n
commercial ,adj
commission ,n
commit ,v
committee ,n
common ,adj
common-law,
communicate ,v
communication ,n
community ,n
community college,
commute,
company ,n
compare,
comparison ,n
compassion,
compete ,v
competition,
competitive,
complain ,v
complaint ,n
complete ,adj
complete ,v
completion ,n
complex ,adj
complicate ,v
complicated ,adj
component ,n
compose ,v
composition ,n
compost ,n
compost ,v
compound ,n
comprehensive ,adj
compulsive,
computer ,n
concentrate ,v
concentration ,n
concept ,n
concern ,n
concern ,v
concert ,n
conclude ,v
conclusion,
concrete ,adj
concrete ,n
condition ,n
conduct ,v
conduct ,n
conference ,n
confidence,
confident,
confine ,v
confirm ,v
conflict ,v
conflict ,n
confuse ,v
confusion,
congress ,n
conjunction ,n
connect ,v
connection ,n
connection,
conscience ,n
conscious ,adj
consent ,v
consent ,n
conservation,
conservationist,
conservative ,n
conservative,
consider ,v
considerable ,adj
consideration ,n
consist ,v
consistent ,adj
constant ,adj
constantly,
constitution ,n
construct ,v
construction ,n
consult ,v
consumer,
consumer goods,
contact ,n
contact ,v
contagious,
contain ,v
container ,n
contaminant,
contamination,
contemporary ,adj
content ,n
contentment,
contest ,n
context ,n
continent ,n
continually,
continue ,v
continuous ,adj
continuously,
contract,
contrast ,n
contrast,
contribute ,v
contribution ,n
control ,v
control ,n
convenient ,adj
conversation ,n
convert ,v
convince ,v
cook ,v
cook ,n
cookie ,n
cool ,adj
cooperate ,v
cooperation ,n
cope ,v
copy ,n
copy ,v
copyright ,v
copyright ,n
core ,n
core ,adj
corn ,n
corner ,n
corporate ,adj
corporation ,n
correct ,v
correct ,adj
correspond ,v
cost,
cottage ,n
cotton ,n
cough,
cough ,v
could ,v
council ,n
count ,n
count ,v
country ,n
couple ,n
courage,
courageous,
course,
court,
cousin,
cover ,v
cover ,n
cover letter,
cow ,n
cowardly,
crack ,v
crack ,n
craft ,n
crash,
crazy ,adj
cream ,n
create ,v
creative,
creature ,n
credit,
credit ,v
crew ,n
crime ,n
criminal ,adj
criminal ,n
crisis ,n
crisp ,adj
cruel,
crutch,
curiosity,
currency,
custody,
customs ,n
cut,
cynical,
DA,
dad,
daily ,adj
daily,
dam ,n
damage ,n
damage ,v
damages ,n
damp ,adj
dance ,n
dance ,v
danger ,n
dangerous ,adj
dare ,n
dare ,v
dark ,n
dark ,adj
data ,n
date ,n
date ,v
daughter,
dawn,
day,
dead ,adj
deaf ,adj
deal ,v
deal ,n
dear ,adj
death ,n
death sentence,
debate ,n
debate ,v
debt,
decade,
decay ,v
decay ,n
decide ,v
decision ,n
decisive,
declare,
declare ,v
decline ,v
decline ,n
decongestant,
decorate ,v
decoration ,n
decorative ,adj
decrease ,v
decrease ,n
deep ,adj
deep ,adv
defeat,
defeat ,v
defend,
defendant,
defense,
defiance,
deficit,
define ,v
definite ,adj
definition ,n
deforestation,
degree,
delay ,n
delay ,v
deliberate ,adj
delicate ,adj
delicious ,adj
delight,
delight ,v
deliver ,v
demand ,n
demand ,v
democracy ,n
demonstrate ,v
dental hygienist,
dentist,
deny ,v
department ,n
departure,
depend ,v
dependence,
deposit,
depress ,v
depression,
depth ,n
derive ,v
describe ,v
description ,n
desert ,n
desert ,v
deserve ,v
design ,v
design ,n
designer,
desire,
desire ,v
desk ,n
desperate ,adj
despite ,prep
destroy ,v
destruction ,n
detail ,n
determine ,v
determined,
develop ,v
developer,
development ,n
device ,n
devote ,v
diamond ,n
diarrhea,
diary ,n
dictionary ,n
die ,v
diet ,n
dietician,
difference ,n
different ,adj
difficult ,adj
difficulty ,n
dig ,v
dimension ,n
dinner ,n
dip ,n
dip ,v
direct ,v
direct,
direction ,n
director ,n
dirt,
dirty ,adj
disagree ,v
disagreement ,n
disappear ,v
disappoint ,v
disappointment,
disapproval ,n
disapprove ,v
disaster ,n
disc ,n
discipline ,n
discover ,v
discovery ,n
discuss ,v
discussion ,n
disease ,n
disgust ,v
disgust ,n
dish ,n
dishonest ,adj
dislike,
dislike ,v
dismay,
dismiss ,v
display ,v
display ,n
disposable,
dispute ,v
dispute ,n
disrespect ,n
dissolve ,v
distance ,n
distant ,adj
distinct ,adj
distinguish ,v
distress,
distribute ,v
distribution ,n
district ,n
district attorney,
distrust ,v
disturb ,v
dive ,v
dive ,n
diversity,
divide ,n
divide ,v
division ,n
divorce ,n
divorce ,v
dizzy,
do ,v
doctor,
document,
dog ,n
doll ,n
dollar ,n
domestic ,adj
dominant ,adj
dominate ,v
domineering,
door ,n
dorm,
dot ,n
double ,n
double ,adj
double ,v
double ,adv
doubles ,
doubt ,n
doubt ,v
down ,adv
down ,adj
down ,prep
draft,
dribble ,v
dugout,
dusk,
duty-free,
e-mail ,n
e-mail ,v
each ,pron
each ,adj
eager ,adj
ear ,n
earlier,
earlobe,
early ,adj
early,
earn ,v
earth ,n
ease ,n
ease ,v
east ,n
east ,adv
east ,adj
easy ,adv
easy ,adj
easygoing,
eat ,v
ecology,
economic ,adj
economics,
economist,
economy,
ecosystem,
edge ,n
edit,
edition ,n
editor,
educate ,v
education ,n
effect ,n
effective ,adj
efficient ,adj
effort ,n
egg ,n
either ,pron
either ,conj
either ,adj
elastic ,adj
elbow,
elect ,v
election ,n
electric ,adj
electrician,
electricity ,n
electronic ,adj
element ,n
else ,adj
else ,adv
elsewhere ,adv
embarrass ,v
embarrassment,
emerge ,v
emergency ,n
emission,
emotion ,n
emotional,
emphasis ,n
emphasize ,v
empire ,n
employ ,v
employee,
employer,
employment ,n
empty ,v
empty ,adj
enable ,v
encounter ,v
encourage ,v
end ,v
end ,n
endangered,
enemy ,n
energy,
energy ,n
engage ,v
engaged ,adj
engine ,n
engineer,
English ,n
English ,adj
enjoy ,v
enjoyment ,n
enormous ,adj
enough ,adj
enough ,pron
enough ,adv
enroll,
ensure ,v
enter ,v
entertain ,v
entertainment ,n
enthusiasm,
enthusiastic,
entire ,adj
entrance ,n
entry ,n
envelope ,n
environment ,n
environment,
environmentalist,
envy,
envy ,v
equal ,n
equal ,adj
equal ,v
equipment,
equivalent ,adj
equivalent ,n
erase ,v
erosion,
error ,n
escape ,v
escape ,n
especially ,adv
essay,
essential ,adj
establish ,v
estate ,n
estimate ,v
estimate ,n
ethnic ,adj
evaluate ,v
even ,v
even ,adj
even ,adv
evening,
event ,n
eventually,
ever,
every ,adj
every day,
everybody ,pron
everyday ,adj
everyone ,pron
everything ,pron
everywhere ,adv
evidence,
evident ,adj
evil ,adj
evil ,n
ex,
exact ,adj
exactly ,adv
exaggerate ,v
exam,
examination ,n
examine ,v
example ,n
exceed ,v
excellent ,adj
except ,conj
except ,prep
exception ,n
excess ,n
excess ,adj
exchange ,n
exchange ,v
excite ,v
excitement,
exclude ,v
excuse ,v
excuse ,n
executive ,n
executive ,adj
exercise ,n
exercise ,v
extinct,
extinction,
extroverted,
eyebrow,
eyelash,
eyelid,
fabric ,n
face ,v
face,
fact ,n
factor ,n
factory ,n
faculty,
fail,
failure ,n
faint ,adj
faint ,v
fair ,adj
fair ,n
faith ,n
fake ,adj
fake ,v
fake ,n
fall ,v
fall,
false ,adj
fame ,n
familiar ,adj
family ,adj
family ,n
famous ,adj
fan,
fan ,n
fancy ,adj
far ,adj
far ,adv
farm ,n
farmer,
fashion ,n
fast ,adj
fast ,adv
fasten ,v
fat ,n
fat ,adj
fate ,n
father,
father-in-law,
fault ,n
favor ,v
favor ,n
favorite ,adj
favorite ,n
fear,
fear ,v
fearful,
feather ,n
feature ,v
feature ,n
federal ,adj
fee ,n
feed ,v
feel ,v
feel ,n
feeling ,n
fellow ,n
felon,
felony,
female ,adj
female ,n
fence ,n
festival ,n
fever,
few ,adj
few ,pron
fiber ,n
field ,n
field goal,
fierce ,adj
fight ,n
fight ,v
figure ,n
figure ,v
fill ,v
film ,n
filmmaker,
final ,adj
finally,
finance,
finance ,v
financial ,adj
financial aid,
find ,v
fine ,v
fine ,adj
fine ,n
fine ,adv
finger,
finish ,v
finish line,
fire,
fire ,n
firm ,adj
firm ,n
first ,adj
first ,pron
first ,n
first,
first aid,
first class ,n
fiscal,
fish ,n
fisherman,
fit ,adj
fit ,v
fix ,v
flag ,n
flame ,n
flash ,v
flash ,n
flat ,adj
flavor ,n
flavor ,v
flesh ,n
flexible ,adj
flextime,
flight ,n
flight attendant,
flight deck,
float ,v
flood ,v
flood ,n
floor ,n
flour ,n
flow ,n
flow ,v
flower ,n
flower ,v
flu,
fluid ,n
fluid ,adj
flurries,
fly ,v
focus ,v
focus ,n
fog,
fold ,n
fold ,v
football,
footnote,
forearm,
forecast,
forehand,
forehead,
forever,
formerly,
fossil fuel,
frank,
fraternity,
fraud,
free throw,
frequently,
friendly,
frustration,
full-time,
fun,
funny,
furniture,
fury,
gain ,n
gain ,v
gallon ,n
game ,n
gap ,n
garage ,n
garbage,
garden ,n
gas ,n
gate ,n
gate,
gather ,v
gay ,adj
gear ,n
gender ,n
gene ,n
general ,adj
generally ,adv
generate ,v
generation ,n
generosity,
generous,
gentle,
gentleman ,n
genuine ,adj
geography ,n
geothermal,
get ,v
giant ,n
giant ,adj
gift ,n
girl ,n
give ,v
glad ,adj
glass ,n
global,
global warming,
glory ,n
glove ,n
glow ,n
glow ,v
glue ,n
glue ,v
go ,v
goal,
goal ,n
goal line,
goalkeeper,
goalpost,
god ,n
gold ,n
golden ,adj
good ,n
good ,adj
goodbye ,interj
govern ,v
government ,n
governor ,n
GPA,
grab ,v
graceful ,adj
grade ,n
gradual ,adj
graduate,
grain ,n
grammar ,n
grand ,adj
grand slam,
grandchild,
granddaughter ,n
granddaughter,
grandfather,
grandmother,
grandparent,
grandson,
grant ,v
grant ,n
grass ,n
grateful ,adj
grave ,n
gravity ,n
gray ,adj
gray ,n
great ,adj
greed,
greedy,
green ,n
green ,adj
greenhouse effect,
greet ,v
gregarious,
grief,
grind ,v
grocery ,n
groom ,n
groove ,n
ground ,n
groundwater,
group ,n
grow ,v
guarantee ,v
guarantee ,n
guard ,n
guard ,v
guardian,
guess ,v
guess ,n
guest ,n
guide ,n
guilt,
guilty,
gullible,
gum,
gun ,n
gust,
guy ,n
habit ,n
habitat,
hail,
hair ,n
half ,adj
half ,n
half ,adv
half ,pron
half time,
hammer ,n
hand ,n
hand ,v
handle ,v
handle ,n
handsome ,adj
handwriting ,n
hang ,v
happen ,v
happy,
harbor ,n
hard ,adv
hard ,adj
hardly ,adv
hardware ,n
harm ,v
harm ,n
harsh ,adj
harvest ,n
hat ,n
hat trick,
hatch ,v
hatch ,n
hate,
hate ,v
hatred,
have ,v
hazy,
he ,pron
head ,n
head ,v
headache,
heal ,v
health ,n
healthy ,adj
hear ,v
hearing ,n
heart ,n
heat,
heat ,v
heaven ,n
heavy ,adj
heel,
height ,n
hell ,n
hello ,n
help ,v
help ,n
helpful ,adj
hence ,adv
her ,adj
her ,pron
herbicide,
here ,adv
hero ,n
hers ,pron
herself ,pron
hesitate ,v
hide ,v
high ,adv
high ,adj
high-pressure,
highlight ,n
highlight ,v
highway ,n
hill ,n
him ,pron
himself ,pron
hint ,v
hint ,n
hip,
hire ,v
hire ,n
his ,adj
his ,pron
historical ,adj
history ,n
hit ,n
hit ,v
hives,
hobby ,n
hockey,
hold ,v
hold ,n
hole ,n
holiday ,n
hollow ,adj
holy ,adj
home ,n
home ,adv
home plate ,
home run ,
homework,
honest,
honesty ,n
honor ,v
honor ,n
hook ,n
hook ,v
hop ,v
hop ,n
hope,
hope ,v
hopeful ,adj
horizontal ,adj
horn ,n
horror,
horse ,n
hose ,n
hospital ,n
host ,n
host ,v
hostility,
hot ,adj
hotel ,n
hour,
hourly,
house ,n
household ,n
housework,
how ,adv
how ,conj
however ,conj
however ,adv
hug ,v
huge ,adj
humid,
humidity,
hurricane,
husband,
I ,pron
ice ,n
idea ,n
ideal ,n
ideal ,adj
identical ,adj
identification ,n
identify ,v
identity ,n
if ,conj
ignore ,v
ill ,adj
ill ,adv
illegal,
illness ,n
illustrate ,v
image ,n
imaginary ,adj
imagination ,n
imaginative,
imagine ,v
imitate ,v
immediate ,adj
immigrant ,n
immoral ,adj
impact ,n
impatience,
impatient,
import ,n
import ,v
importance ,n
important ,adj
impossible ,adj
impress ,v
impression ,n
impressive ,adj
improve ,v
improvement ,n
impulsive,
in ,prep
in ,adv
inch ,n
incident ,n
include ,v
income ,n
increase ,v
increase ,n
indeed ,adv
independence ,n
independent,
index ,n
index finger,
indicate ,v
indict,
indictment,
indigestion,
individual ,n
individual ,adj
industrial ,adj
industry ,n
inevitable ,adj
infant ,n
infect ,v
infection,
infield ,
inflation,
influence ,v
influence ,n
influenza,
inform ,v
informal ,adj
information,
infrequently,
ingredient ,n
initial ,n
initial ,adj
initiative ,n
injection,
injure ,v
injury,
ink ,n
inmate,
inner ,adj
inning ,
innocent ,adj
insect ,n
insert ,v
inside ,n
inside ,adv
inside ,adj
inside ,prep
insist ,v
inspect ,v
install ,v
instance ,n
instant,
instant ,adj
instead ,adv
institute ,n
institution ,n
instruction ,n
instructor,
instrument ,n
insult ,v
insult ,n
insurance ,n
intellectual property,
intelligence ,n
intelligent,
intend ,v
intense ,adj
intention ,n
interest ,v
interest,
interested ,adj
interesting ,adj
interior ,adj
interior ,n
interjection ,n
internal ,adj
international,
Internet ,n
interpret ,v
interrupt ,v
interval ,n
interview ,v
interview ,n
interview,
into ,prep
introduce ,v
introduction,
introverted,
invade ,v
invent ,v
invention ,n
invest,
investigate ,v
investment,
itinerary,
jacket ,n
jail ,n
jam ,v
jar ,n
jaw,
jealous ,adj
jealousy,
jelly ,n
jet ,n
jet engine,
jet lag,
jewel ,n
jeweler,
jewelry,
job,
join ,v
joint ,n
joint ,adj
joke ,v
joke ,n
journal ,n
journey ,n
joy,
judge,
judge ,v
judgment ,n
juice ,n
jumbo jet,
jump ,v
jump ,n
jump shot ,
junior ,n
junior ,adj
jurisdiction,
juror,
jury,
just ,adv
just ,adj
justice,
keen ,adj
keep ,v
key ,n
key ,adj
kick ,v
kick ,n
kickoff,
kid ,n
kill ,v
kind ,adj
kind ,n
kindness,
king ,n
kingdom ,n
kiss ,v
kiss ,n
kitchen ,n
knee,
kneel ,v
knife ,n
knit ,v
knock ,v
knock ,n
knot ,n
know ,v
knowledge ,n
knuckle,
label ,v
label ,n
labor ,n
labor ,v
laboratory ,n
lack ,n
lack ,v
ladder ,n
lady ,n
lake ,n
lamp ,n
land ,n
land ,v
landfill,
landing,
landlord,
lane ,n
language ,n
large ,adj
last ,adj
last ,v
last,
last ,pron
late,
late ,adj
lately,
later,
latter ,adj
laugh ,n
laugh ,v
launch ,v
launch ,n
lavatory,
law ,n
lawyer,
lay ,v
lay up ,
layer ,n
layoff,
lazy,
lead ,v
lead ,n
leader ,n
leaf ,n
league,
league ,n
leak ,n
leak ,v
lean ,v
learn ,v
least ,adj
least ,n
least ,adv
leather ,n
leave ,v
lecture,
left ,adj
left ,adv
left ,n
leg,
leg ,n
legal,
lemon ,n
lend ,v
length ,n
less ,adv
less ,adj
less ,pron
lesson ,n
let ,v
letter ,n
level ,v
level ,n
level ,adj
liberal ,adj
liberal ,n
liberty ,n
library ,n
license ,n
lid ,n
lie ,v
lie ,n
life ,n
life sentence,
lift ,v
lift ,n
light ,adj
light ,v
light ,n
lightning,
like ,prep
like ,v
like ,conj
likely ,adj
limit ,n
limit ,v
line ,v
line ,n
link ,v
link ,n
lip,
liquid ,n
liquid ,adj
list ,v
list ,n
listen ,v
literary ,adj
literature ,n
litigate,
little ,pron
little ,adj
little ,adv
live ,adj
live ,v
live ,adv
load ,v
load ,n
loaf ,n
loan,
local ,adj
locate ,v
location ,n
lock ,v
lock ,n
locker room,
logic ,n
logical ,adj
loneliness,
lonely ,adj
long ,adv
long ,adj
longing,
look ,v
loose ,adj
lord ,n
lose ,v
loss,
lost ,adj
lot ,n
loud ,adj
love ,v
love,
lovely ,adj
low ,adj
low ,adv
lower ,adj
lower ,v
loyal,
luck,
lucky ,adj
luggage,
lump ,n
lunch ,n
lung ,n
lust,
machine ,n
mad ,adj
magazine ,n
magic ,adj
magic ,n
mail,
mail ,v
main ,adj
maintain ,v
major,
major ,adj
majority ,n
make ,v
male ,n
male ,adj
malice,
man ,n
manage ,v
management ,n
manager,
manner ,n
manufacture ,v
many ,adj
many ,pron
map ,n
march ,v
march ,n
margin ,n
mark ,v
mark ,n
market,
marriage ,n
marry ,v
mass ,n
master ,n
master's degree,
match ,v
match ,n
mate ,n
material ,n
mathematics ,n
matriculate,
matter ,n
matter ,v
maximum ,n
maximum ,adj
may ,v
maybe ,adv
mayor ,n
me ,pron
meal ,n
mean ,v
mean,
meaning ,n
means ,n
meanwhile ,adv
measure ,n
measure ,v
measurement ,n
meat ,n
mechanic,
mechanical ,adj
mechanism ,n
media ,n
mediation,
medical ,adj
medication,
medicine ,n
medium ,adj
medium ,n
meet ,v
meeting ,n
melt ,v
member ,n
membership ,n
memory ,n
mental ,adj
mention ,v
menu ,n
mercy ,n
mere ,adj
merely ,adv
merry ,adj
mess ,n
message ,n
metal ,n
metaphor,
meter ,n
methane,
method ,n
middle ,adj
middle ,n
midnight,
might ,v
mild ,adj
mile ,n
military ,n
military ,adj
milk ,n
mill ,n
mind ,v
mind ,n
mine ,pron
mine ,n
mineral ,n
minimum ,n
minimum ,adj
minimum wage,
minister ,n
minor ,adj
minority ,n
minute ,n
minute,
miracle ,n
mirror ,n
misery,
miss ,v
miss ,n
mission ,n
mistake ,n
mistake ,v
mix ,n
mix ,v
mixture ,n
mobile ,adj
mode ,n
model ,n
moderate ,adj
modern ,adj
modest,
mom,
moment,
money ,n
monitor ,v
monitor ,n
month,
monthly,
mood ,n
moody,
moon ,n
moral ,adj
more ,pron
more ,adv
more ,adj
morning,
most ,pron
most ,adj
most ,adv
most ,n
mostly ,adv
mother,
mother-in-law,
motion ,n
motor ,n
mount ,v
mountain ,n
mouse ,n
mouth,
move ,v
move ,n
movement ,n
movie ,n
much ,adj
much ,pron
much ,adv
mud ,n
muggy,
multiply ,v
murder ,v
murder ,n
muscle,
museum ,n
music ,n
musical ,adj
musician,
must ,v
mustache,
mutual ,adj
my ,adj
myself ,pron
mysterious ,adj
mystery ,n
nail ,v
nail,
naked ,adj
name ,n
name ,v
narrow ,adj
nation ,n
national ,adj
native ,adj
native ,n
natural ,adj
naturally ,adv
nature ,n
nausea,
navy ,n
near ,adj
near ,prep
near ,adv
nearby ,adj
nearly ,adv
neat ,adj
necessary ,adj
neck,
need ,n
need ,v
needle ,n
negative ,adj
negligence,
negligent,
neighbor ,n
neighborhood ,n
neither ,pron
neither ,adj
nephew,
nerve ,n
nervous,
nest ,n
net ,n
network ,n
neutral ,adj
never ,adv
nevertheless ,adv
new ,adj
newly ,adv
news,
newspaper ,n
next ,adj
next,
next ,pron
nice,
niece,
night ,n
night,
no ,adj
no ,adv
no one ,pron
nobody ,pron
noise ,n
noisy ,adj
none ,pron
noon,
nor ,conj
normal ,adj
normally,
nostril,
notary public,
notebook,
notes,
now,
nuclear energy,
nurse,
nutritionist,
o'clock ,adv
oath,
obey ,v
object ,n
object ,v
objection ,n
objective ,adj
objective ,n
observation ,n
observe ,v
obsessive,
obtain ,v
obvious ,adj
occasion ,n
occasionally,
occupation ,n
occupy ,v
